[05-Dec-2025 01:03:06 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:03:06 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:03:06 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:03:06 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:03:11 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:03:11 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:03:11 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:03:11 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:03:17 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:03:17 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:03:17 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:03:17 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:03:46 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:03:46 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:03:46 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:03:46 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:03:58 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:03:58 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:03:58 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:03:58 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:04:00 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:04:00 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:04:00 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:04:00 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:04:00 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:04:00 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:04:00 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:04:00 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:04:22 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:04:22 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:04:22 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:04:22 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:05:51 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:05:51 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:05:51 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:05:51 America/New_York] Header: User logged in successfully. ID: 3
[11-Dec-2025 10:13:25 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:11:33 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:11:33 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:11:37 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:11:37 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:11:38 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:11:38 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:11:38 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:11:38 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:11:39 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:11:39 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:11:39 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:11:39 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:12:22 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:12:22 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:16:48 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:16:48 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:16:48 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:16:48 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:16:48 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:16:48 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:16:48 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:16:48 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:16:49 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:16:49 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:16:56 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:16:56 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:16:56 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:16:56 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:19:38 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:19:38 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:20:36 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:20:36 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:20:37 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:20:37 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:20:37 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:20:37 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:20:37 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:20:37 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:20:37 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: uploads/logos/logo_693a5acf2f009_1765432015.webp
[11-Dec-2025 11:20:37 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_693a5acf2f009_1765432015.webp
[16-Dec-2025 18:13:43 Asia/Kolkata] Company Settings - Company ID: 15, Logo from DB: uploads/logos/logo_69413aeddac85_1765882605.png
[16-Dec-2025 18:13:43 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_69413aeddac85_1765882605.png
[16-Dec-2025 18:15:22 Asia/Kolkata] Company Settings - Company ID: 15, Logo from DB: uploads/logos/logo_69413aeddac85_1765882605.png
[16-Dec-2025 18:15:22 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_69413aeddac85_1765882605.png
[16-Dec-2025 18:25:37 Asia/Kolkata] Company Settings - Company ID: 15, Logo from DB: uploads/logos/logo_69413aeddac85_1765882605.png
[16-Dec-2025 18:25:37 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_69413aeddac85_1765882605.png
[16-Dec-2025 18:50:37 Asia/Kolkata] Company Settings - Company ID: 15, Logo from DB: uploads/logos/logo_69413aeddac85_1765882605.png
[16-Dec-2025 18:50:37 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_69413aeddac85_1765882605.png
[16-Dec-2025 18:51:23 Asia/Kolkata] Company Settings - Company ID: 15, Logo from DB: uploads/logos/logo_69413aeddac85_1765882605.png
[16-Dec-2025 18:51:23 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_69413aeddac85_1765882605.png
[16-Dec-2025 18:53:15 Asia/Kolkata] Company Settings - Company ID: 15, Logo from DB: uploads/logos/logo_69413aeddac85_1765882605.png
[16-Dec-2025 18:53:15 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_69413aeddac85_1765882605.png
[16-Dec-2025 18:58:32 Asia/Kolkata] Company Settings - Company ID: 15, Logo from DB: uploads/logos/logo_69413aeddac85_1765882605.png
[16-Dec-2025 18:58:32 Asia/Kolkata] Company Settings - Logo check: hasLogo=true, logo=uploads/logos/logo_69413aeddac85_1765882605.png
